type,mfg,mpn,time (s),current (a),band,source,notes
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),3.6514,9.6,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),0.341989,9.6,min,magnetic threshold per user spec 12x +/-20% - min pickup 9.6x,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),0.0320307,9.6,min,magnetic threshold per user spec 12x +/-20% - min pickup 9.6x,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),0.003,9.6,min,ASSUMED - 0.003 s min operate (typical MPCB),FLAGGED - not an IEC limit
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),0.003,14.4,min,ASSUMED - 0.003 s min operate,FLAGGED - not an IEC limit
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),0.003,20,min,ASSUMED - 0.003 s min operate,FLAGGED - not an IEC limit
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),10000,1.2,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.2x trip within 2 h,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),8485.3,1.2,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.2x trip within 2 h,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),7200,1.2,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.2x trip within 2 h,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),4584.8,1.245,max,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),2919.5,1.293,max,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),1859,1.342,max,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),1183.8,1.392,max,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),753.8,1.445,max,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),480,1.5,max,IEC 60947-4-1 Table 3 (compensated relay) - Class 20 trip within 8 min at 1.5x (hot),
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),322.64,1.825,max,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),216.86,2.22,max,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),145.77,2.701,max,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),97.98,3.286,max,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),65.858,3.998,max,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),44.267,4.864,max,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),29.755,5.918,max,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),20,7.2,max,"IEC 60947-4-1 Table 2 (trip class window at 7.2x, cold) - Class 20 max 20 s",
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),14.079,8.562,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),9.9102,10.18,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),6.976,12.11,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),4.9106,14.4,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),0.988046,14.4,max,magnetic threshold per user spec 12x +/-20% - max pickup 14.4x,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),0.198801,14.4,max,magnetic threshold per user spec 12x +/-20% - max pickup 14.4x,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),0.04,14.4,max,ASSUMED - 0.04 s max clearing (typical MPCB),FLAGGED - not an IEC limit
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),0.04,17,max,ASSUMED - 0.04 s max clearing,FLAGGED - not an IEC limit
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),0.04,20,max,ASSUMED - 0.04 s max clearing,FLAGGED - not an IEC limit
